SR. No.,RollNo,Gender,Caste Category,PH,Ex-Serviceman,Sports,Widow,Obtain Marks
13512,212020413,F,General(EWS),,,,,142.0456
13513,212020415,M,SEBC,,,,,146.4044
13514,212020417,M,ST,,,,,105.8932
13515,212020418,M,SEBC,,,,,130.5076
13516,212020419,F,SEBC,,,,,98.9704
13517,212020420,M,General(EWS),,,,,104.8676
13518,212020421,M,SEBC,,,,,105.3804
13519,212020422,F,General,,,,,113.0724
13520,212020423,F,SEBC,,,,,90.5092
13521,212020424,M,General,,,,,145.8916
13522,212020425,F,SEBC,,,,,88.9708
13523,212020426,M,SEBC,,,,,103.842
13524,212020427,M,ST,,,,,85.6376
13525,212020428,M,ST,,,,,92.0476
13526,212020430,M,General(EWS),,,,,128.2
13527,212020431,M,General(EWS),,,,,105.124
13528,212020433,M,General(EWS),,,,,134.0972
13529,212020434,M,SEBC,,,,,106.6624
13530,212020435,M,SEBC,,,,,112.816
13531,212020437,M,SC,,,,,89.4836
13532,212020438,M,General,,,,,122.8156
13533,212020440,M,SEBC,,,,,138.456
13534,212020442,M,SEBC,,,,,122.8156
13535,212020443,F,SEBC,,,,,119.9952
13536,212020445,M,SEBC,,,,,123.5848
13537,212020446,M,SEBC,,,,,97.1756
13538,212020447,M,ST,,,,,107.9444
13539,212020448,M,ST,,,,,84.612
13540,212020449,M,ST,,,,,107.9444
13541,212020450,M,SEBC,,,,,100.7652
13542,212020452,M,SEBC,,,,,144.3532
13543,212020453,M,SEBC,,,,,126.1488
13544,212020458,M,SEBC,,,,,128.9692
13545,212020459,M,ST,,,,,92.304
13546,212020461,F,SEBC,,,,,131.0204
13547,212020463,M,ST,,,,,92.8168
13548,212020464,M,SC,,,,,119.4824
13549,212020465,M,ST,,,,,85.6376
13550,212020466,F,SEBC,,,,,107.688
13551,212020469,M,General(EWS),,,,,110.7648
13552,212020470,M,SEBC,,,,,104.0984
13553,212020471,M,SEBC,,,,,148.9684
13554,212020472,M,SEBC,,,,,100.5088
13555,212020473,M,SC,,,,,128.2
13556,212020474,F,SEBC,,,,,91.5348
13557,212020475,M,ST,,,,,87.176
13558,212020476,F,SEBC,,,,,95.3808
13559,212020477,M,SEBC,,,,,102.56
13560,212020478,M,ST,,,,,81.2788
13561,212020479,F,SEBC,,,,,97.1756
13562,212020482,M,General(EWS),,,,,105.3804
13563,212020483,M,General(EWS),,,,,121.0208
13564,212020484,M,SEBC,,,,,116.9184
13565,212020485,M,SEBC,,,,,134.3536
13566,212020489,M,SEBC,,,,,116.1492
13567,212020491,M,SEBC,,,,,122.5592
13568,212020492,M,SEBC,,,,,82.5608
13569,212020498,M,ST,,,,,107.688
13570,212020499,M,ST,,,,,102.3036
13571,212020501,F,ST,,,,,86.4068
13572,212020502,M,SEBC,,,,,124.8668
13573,212020504,M,SEBC,,,,,142.8148
13574,212020509,M,ST,,,,,117.944
13575,212020510,F,General(EWS),,,,,128.4564
13576,212020512,M,ST,,,,,95.3808
13577,212020513,M,SEBC,,,,,85.3812
13578,212020515,M,General(EWS),,,,,118.2004
13579,212020516,M,SEBC,,,,,109.2264
13580,212020517,M,ST,,,YES,,98.714
13581,212020519,F,SEBC,,,,,100.2524
13582,212020520,M,General(EWS),,,,,115.8928
13583,212020521,M,SEBC,,,,,109.9956
13584,212020522,M,SEBC,,,,,86.1504
13585,212020524,F,General(EWS),,,,,83.0736
13586,212020525,M,SC,,,,,122.5592
13587,212020526,F,SEBC,,,,,124.0976
13588,212020528,F,General(EWS),,,,,138.456
13589,212020530,M,SEBC,,,,,108.97
13590,212020531,F,SEBC,,,,,85.894
13591,212020532,M,ST,,,,,125.1232
13592,212020533,M,SEBC,,,,,128.2
13593,212020535,M,SC,,,,,138.456
13594,212020536,M,SEBC,,,,,122.0464
13595,212020537,M,General(EWS),,,,,119.4824
13596,212020538,F,ST,,,,,83.8428
13597,212020539,M,SEBC,,,,,145.1224
13598,212020543,M,General,,,,,83.33
13599,212020544,F,ST,,,,,85.3812
13600,212020546,M,General(EWS),,,,,152.558
13601,212020547,M,SEBC,,,,,97.432
13602,212020548,M,SEBC,,,,,157.686
13603,212020549,M,SEBC,,,,,103.842
13604,212020550,M,General(EWS),,,,,138.7124
13605,212020552,M,SEBC,,,,,120.2516
13606,212020553,M,SEBC,,,,,134.61
13607,212020554,F,SC,,,,,94.0988
13608,212020555,M,SEBC,,,,,116.662
13609,212020556,M,SC,,,,,94.0988
13610,212020557,M,ST,,,,,95.1244
13611,212020558,F,SEBC,,,,,131.7896
13612,212020559,M,SEBC,,,,,117.6876
13613,212020561,M,SEBC,,,,,138.456
13614,212020563,M,General(EWS),,,,,114.6108
13615,212020565,M,General,,,,,107.688
13616,212020566,M,SEBC,,,,,90.7656
13617,212020567,F,SC,,,,,114.8672
13618,212020571,M,SEBC,,,,,116.9184
13619,212020572,M,General(EWS),,,,,135.3792
13620,212020574,F,SEBC,,,,,118.4568
13621,212020576,F,SEBC,,,,,84.0992
13622,212020577,F,ST,,,,,92.8168
13623,212020578,M,SEBC,,,,,105.8932
13624,212020580,M,SEBC,,,,,136.6612
13625,212020581,M,ST,,,,,83.0736
13626,212020582,M,General(EWS),,,,,126.918
13627,212020583,M,SC,,,,,143.8404
13628,212020584,M,SEBC,,,,,122.5592
13629,212020585,M,SEBC,,,,,118.2004
13630,212020586,M,General,,,,,105.6368
13631,212020587,M,SEBC,,,,,103.842
13632,212020589,M,ST,,,,,96.6628
13633,212020592,F,General,,,,,103.5856
13634,212020593,F,SEBC,,,,,81.7916
13635,212020594,M,SEBC,,,,,126.6616
13636,212020595,F,SEBC,,,,,91.7912
13637,212020596,M,General,,,,,86.9196
13638,212020597,F,General(EWS),,,,,99.996
13639,212020599,M,ST,,,,,92.0476
13640,212020600,M,ST,,,,,96.15
13641,212020602,M,SEBC,,,,,106.6624
13642,212020603,M,SEBC,,,,,120.2516
13643,212020604,F,SEBC,,,,,87.176
13644,212020605,M,SEBC,,,,,117.4312
13645,212020607,F,General,,,,,97.1756
13646,212020608,M,SEBC,,Yes,,,85.6376
13647,212020610,M,General(EWS),,,,,139.9944
13648,212020611,M,General(EWS),,,,,129.2256
13649,212020612,M,ST,,,,,94.3552
13650,212020615,M,SEBC,,,,,122.3028
13651,212020620,M,SEBC,,,,,133.328
13652,212020621,F,SC,,,,,131.0204
13653,212020622,M,SEBC,,,,,156.6604
13654,212020623,M,SC,,,,,85.894
13655,212020624,M,ST,,,,,101.5344
13656,212020625,M,SEBC,,,,,85.1248
13657,212020626,M,SEBC,,,,,91.2784
13658,212020628,M,General(EWS),,,,,95.3808
13659,212020632,M,SEBC,,,,,116.1492
13660,212020634,M,General,,,,,117.4312
13661,212020635,F,SEBC,,,,,104.8676
13662,212020636,M,SEBC,,,,,133.5844
13663,212020637,M,General(EWS),,,,,110.252
13664,212020638,M,SEBC,,,,,111.0212
13665,212020639,M,SEBC,,,,,139.9944
13666,212020640,M,SEBC,,,,,138.7124
13667,212020641,F,SEBC,,,,,91.5348
13668,212020642,M,SEBC,,,,,141.02
13669,212020643,M,SEBC,,,,,116.662
13670,212020644,M,SEBC,,,,,151.5324
13671,212020645,M,SEBC,,,,,82.8172
13672,212020647,M,ST,,,,,95.1244
13673,212020648,M,ST,,,,,103.842
13674,212020649,F,SEBC,,,,,83.5864
13675,212020650,M,SEBC,,,,,139.4816
13676,212020651,M,SEBC,,,,,145.3788
13677,212020652,M,ST,,,,,99.996
13678,212020654,F,SEBC,,,,,113.5852
13679,212020655,M,General(EWS),,,,,117.944
13680,212020657,M,SEBC,,,,,144.3532
13681,212020658,F,SC,,,,,130.764
13682,212020659,M,SEBC,,,,,136.6612
13683,212020660,M,General(EWS),,,,,133.328
13684,212020661,M,ST,,,,,115.1236
13685,212020662,M,SEBC,,,,,136.4048
13686,212020663,M,SEBC,,,,,106.406
13687,212020665,F,ST,,,,,101.0216
13688,212020667,M,SEBC,,,,,101.5344
13689,212020668,M,General(EWS),,,,,152.558
13690,212020669,M,SEBC,,,,,151.0196
13691,212020670,M,General,,,,,135.1228
13692,212020671,M,SEBC,,,,,104.6112
13693,212020673,M,General(EWS),,,,,125.636
13694,212020675,M,SC,,,,,99.4832
13695,212020677,F,General,,,,,117.944
13696,212020678,M,SEBC,,,,,131.7896
13697,212020680,M,ST,,,,,95.6372
13698,212020681,F,General(EWS),,,,,134.3536
13699,212020682,F,SEBC,,,,,143.0712
13700,212020685,M,SEBC,,,,,107.688
13701,212020688,M,SEBC,,,,,132.8152
13702,212020689,M,General,,,,,102.56
13703,212020691,F,SC,,,,,121.79
13704,212020692,F,SEBC,,,,,102.56
13705,212020693,M,SEBC,,,,,115.1236
13706,212020694,F,SEBC,,,,,117.1748
13707,212020697,M,SEBC,,,,,127.1744
13708,212020698,M,SEBC,,,,,127.6872
13709,212020699,M,ST,,,,,84.0992
13710,212020700,M,SEBC,,,,,94.0988
13711,212020701,F,ST,,,,,86.4068
13712,212020702,F,General(EWS),,,,,85.1248
13713,212020703,M,ST,,,,,90.2528
13714,212020706,M,General(EWS),,,,,143.584
13715,212020707,M,SEBC,,,,,94.868
13716,212020709,F,SEBC,,,,,105.124
13717,212020711,M,SEBC,,,,,137.174
13718,212020712,M,SEBC,,,,,126.6616
13719,212020713,M,SEBC,,,,,119.4824
13720,212020715,M,SEBC,,,,,122.3028
13721,212020716,F,General(EWS),,,,,125.636
13722,212020719,F,General(EWS),,,,,107.4316
13723,212020723,M,SEBC,,,,,111.7904
13724,212020725,M,SEBC,,,,,129.9948
13725,212020726,M,SEBC,,,,,136.9176
13726,212020727,M,SEBC,,,,,113.0724
13727,212020728,M,ST,,,,,120.508
13728,212020729,M,General,,,,,111.2776
13729,212020732,M,ST,,,,,81.0224
13730,212020734,M,ST,,,,,128.7128
13731,212020735,M,ST,,,,,97.432
13732,212020737,F,ST,,,,,82.5608
13733,212020738,M,SEBC,,,,,114.098
13734,212020742,M,General(EWS),,,,,103.5856
13735,212020743,M,SEBC,,,,,146.4044
13736,212020744,F,SEBC,,,,,89.2272
13737,212020746,M,SEBC,,,,,136.6612
13738,212020748,M,SC,,,,,130.2512
13739,212020750,F,SEBC,,,,,99.7396
13740,212020751,M,SEBC,,,,,110.7648
13741,212020752,F,SEBC,,,,,99.7396
13742,212020753,M,ST,,,,,96.9192
13743,212020754,M,SC,,,,,124.6104
13744,212020756,F,General,,,,,87.9452
13745,212020757,M,SEBC,,,,,135.3792
13746,212020758,M,SEBC,,,,,125.3796
13747,212020759,M,SEBC,,,,,109.4828
13748,212020760,M,SEBC,,,,,91.5348
13749,212020761,M,SEBC,,,,,125.1232
13750,212020762,M,General(EWS),,,,,96.15
13751,212020763,M,General(EWS),,,,,152.3016
13752,212020764,F,General(EWS),,,,,102.3036
13753,212020770,M,SEBC,,Yes,,,126.4052
13754,212020771,F,General(EWS),,,,,119.226
13755,212020774,M,SEBC,,,,,137.174
13756,212020775,M,SEBC,,,,,111.7904
13757,212020777,M,SEBC,,,,,141.02
13758,212020778,M,General(EWS),,,,,129.7384
13759,212020779,M,General(EWS),,,,,96.15
13760,212020780,M,SEBC,,,,,145.1224
13761,212020781,M,SEBC,,,,,123.072
13762,212020782,F,SEBC,,,,,104.8676
13763,212020785,M,ST,,,,,123.8412
13764,212020787,M,General,,,,,112.0468
13765,212020788,M,SEBC,,,,,137.174
13766,212020789,M,SEBC,,,YES,,107.1752
13767,212020790,F,ST,,,YES,,96.6628
13768,212020793,M,SEBC,,,,,131.7896
13769,212020797,M,SEBC,,,,,95.6372
13770,212020799,M,SEBC,,,,,144.6096
13771,212020801,M,SEBC,,,,,131.2768
13772,212020803,M,SEBC,,,,,111.0212
13773,212020806,M,SC,,,,,128.7128
13774,212020807,M,ST,,,,,114.8672
13775,212020809,M,SEBC,,,,,135.6356
13776,212020810,M,SEBC,,,,,130.5076
13777,212020811,M,SC,,,,,100.2524
13778,212020812,F,ST,,,,,89.2272
13779,212020813,M,General(EWS),,,,,123.8412
13780,212020814,M,SEBC,,,,,141.7892
13781,212020815,M,SC,,,,,84.8684
13782,212020818,M,General(EWS),,,,,113.0724
13783,212020819,F,SC,,,,,101.0216
13784,212020820,F,SEBC,,,,,120.508
13785,212020821,M,General(EWS),,,,,115.8928
13786,212020822,M,General(EWS),,,YES,,108.4572
13787,212020823,F,SEBC,,,,,84.612
13788,212020824,M,SEBC,,,,,137.6868
13789,212020826,M,SEBC,,,,,115.38
13790,212020829,M,SEBC,,,,,94.6116
13791,212020832,M,General,,,,,124.6104
13792,212020835,M,ST,,,,,99.4832
13793,212020837,F,General(EWS),,,,,80.766
13794,212020839,M,SEBC,,,,,125.8924
13795,212020840,M,General(EWS),,,,,90.7656
13796,212020841,F,SEBC,,,,,110.7648
13797,212020842,M,SEBC,,,,,126.4052
13798,212020843,M,SEBC,,,,,146.148
13799,212020845,F,General(EWS),,,,,106.1496
13800,212020846,F,SEBC,,,,,118.2004
13801,212020847,M,SC,,,,,88.9708
13802,212020853,F,General(EWS),,,,,88.458
13803,212020854,M,SEBC,,,,,130.5076
13804,212020856,M,SEBC,,,,,122.0464
13805,212020859,M,SEBC,,,,,133.5844
13806,212020860,M,General(EWS),,,,,135.1228
13807,212020861,M,SC,,,,,108.7136
13808,212020863,M,SEBC,,,,,155.3784
13809,212020865,M,SEBC,,,,,116.9184
13810,212020866,M,SEBC,,,,,94.3552
13811,212020867,M,General(EWS),,,,,117.4312
13812,212020868,M,SC,,,,,127.4308
13813,212020871,M,SEBC,,,,,86.1504
13814,212020872,F,ST,,,,,81.5352
13815,212020875,F,SEBC,,,,,87.6888
13816,212020878,M,General,,,,,112.816
13817,212020880,M,SEBC,,,,,134.0972
13818,212020881,M,SEBC,,,YES,,81.7916
13819,212020883,M,SEBC,,,,,127.4308
13820,212020887,F,General(EWS),,,,,154.3528
13821,212020888,M,SEBC,,,,,134.0972
13822,212020891,M,General(EWS),,,,,118.2004
13823,212020893,M,ST,,,,,97.6884
13824,212020894,F,SEBC,,,,,111.7904
13825,212020896,M,General(EWS),,,,,143.3276
13826,212020897,F,SC,,,,,116.662
13827,212020898,M,ST,,,,,97.432
13828,212020899,M,SC,,,,,118.9696
13829,212020900,M,ST,,,,,89.9964
13830,212020901,F,SEBC,,,,,85.1248
13831,212020905,M,SC,,,,,111.2776
13832,212020906,M,SEBC,,,,,118.4568
13833,212020908,M,SEBC,,,,,141.7892
13834,212020909,M,SEBC,,,,,126.6616
13835,212020913,M,SEBC,,,,,103.0728
13836,212020914,M,SEBC,,,,,150.2504
13837,212020916,M,SEBC,,,,,103.3292
13838,212020917,M,SEBC,,,,,104.0984
13839,212020918,F,SEBC,,,,,92.304
13840,212020921,M,SEBC,,,,,93.8424
13841,212020922,F,SEBC,,,,,117.1748
13842,212020924,M,SEBC,,,,,134.8664
13843,212020926,M,SEBC,,,,,110.252
13844,212020927,F,SEBC,,,,,80.766
13845,212020928,M,SEBC,,,,,110.252
13846,212020930,F,SC,,,,,108.2008
13847,212020933,F,SEBC,,,,,133.5844
13848,212020934,M,SEBC,,,,,105.124
13849,212020935,F,SEBC,,,,,103.5856
13850,212020936,M,SEBC,,,,,151.0196
13851,212020937,F,SEBC,,,,,115.38
13852,212020938,M,General(EWS),,,,,145.1224
13853,212020940,F,SEBC,,,,,105.6368
13854,212020941,M,SEBC,,,,,84.0992
13855,212020942,F,ST,,,,,90.2528
13856,212020943,M,ST,,,,,96.4064
13857,212020944,F,SEBC,,,,,94.6116
13858,212020945,M,General,,,,,103.5856
13859,212020946,F,SEBC,,,,,132.3024
13860,212020947,M,ST,,,,,99.996
13861,212020948,M,SEBC,,,,,103.842
13862,212020949,F,General,,,,,84.8684
13863,212020950,M,SEBC,,,,,98.9704
13864,212020951,M,SEBC,,,,,142.302
13865,212020952,M,ST,,,,,85.3812
13866,212020953,F,SC,,,,,125.8924
13867,212020955,M,SEBC,,,,,131.7896
13868,212020956,F,SC,,,,,141.7892
13869,212020957,M,SEBC,,,,,146.148
13870,212020958,M,General,,,,,129.482
13871,212020961,M,ST,,,,,88.2016
13872,212020963,M,SEBC,,,,,127.9436
13873,212020966,F,SEBC,,,,,97.6884
13874,212020968,F,SEBC,,,,,119.4824
13875,212020970,M,General(EWS),,,,,106.9188
13876,212020971,M,ST,,,,,106.9188
13877,212020972,M,General(EWS),,,,,132.046
13878,212020976,M,ST,,,,,88.9708
13879,212020977,M,SEBC,,,,,143.584
13880,212020979,M,SEBC,,,,,112.816
13881,212020980,F,General(EWS),,,,,109.2264
13882,212020981,M,SEBC,,,,,115.38
13883,212020984,M,General(EWS),,,,,131.0204
13884,212020985,M,SC,,,,,99.996
13885,212020986,M,SEBC,,,,,117.6876
13886,212020988,M,General,,,,,137.4304
13887,212020989,M,SEBC,,,,,128.2
13888,212020990,M,ST,,,,,107.4316
13889,212020991,M,ST,,,,,118.4568
13890,212020993,M,ST,,,,,83.33
13891,212020995,F,SEBC,,,,,138.1996
13892,212020996,M,SEBC,,,,,105.124
13893,212020997,M,SEBC,,,,,89.2272
13894,212020998,F,General,,,,,123.5848
13895,212021002,F,SEBC,,,,,102.56
13896,212021004,M,SEBC,,,,,113.3288
13897,212021006,F,ST,,,,,87.4324
13898,212021008,F,SEBC,,,,,92.304
13899,212021009,M,General(EWS),,,YES,,141.5328
13900,212021010,F,ST,,,,,95.1244
13901,212021011,M,SEBC,,,,,126.4052
13902,212021012,M,SEBC,,,,,134.3536
13903,212021013,F,SEBC,,,,,80.5096
13904,212021014,M,General,,,,,116.662
13905,212021015,M,ST,,,,,100.7652
13906,212021016,M,SEBC,,,,,122.0464
13907,212021017,F,SEBC,,,,,87.9452
13908,212021018,M,SEBC,,,,,126.1488
13909,212021019,M,SEBC,,,,,126.4052
13910,212021020,M,SEBC,,,,,132.3024
13911,212021021,M,General(EWS),,,,,112.5596
13912,212021023,M,SEBC,,,,,89.2272
13913,212021024,F,ST,,,,,100.2524
13914,212021025,M,SEBC,,,,,122.5592
13915,212021026,F,SEBC,,,,,105.8932
13916,212021027,F,General,,,,,121.2772
13917,212021029,F,SEBC,,,,,118.2004
13918,212021032,F,SC,,,,,113.8416
13919,212021033,M,SEBC,,,,,105.8932
13920,212021036,F,SEBC,,,,,89.4836
13921,212021037,M,SEBC,,,,,139.738
13922,212021038,M,SEBC,,,,,118.2004
13923,212021040,M,SEBC,,,,,117.944
13924,212021042,M,General(EWS),,,,,147.43
13925,212021044,F,SC,,,,,113.8416
13926,212021047,F,ST,,,,,108.2008
13927,212021049,F,ST,,,,,112.816
13928,212021050,F,ST,,,,,83.8428
13929,212021051,M,ST,,,,,83.0736
13930,212021052,M,SEBC,,,,,126.4052
13931,212021053,M,SEBC,,,,,127.1744
13932,212021054,M,SC,,,,,118.7132
13933,212021056,M,General(EWS),,,,,132.5588
13934,212021059,M,SEBC,,,,,133.5844
13935,212021060,M,General(EWS),,,,,125.636
13936,212021061,M,General(EWS),,,,,114.8672
13937,212021062,F,ST,,,,,92.304
13938,212021064,F,General,,,,,91.5348
13939,212021065,M,SEBC,,,,,129.2256
13940,212021066,F,SEBC,,,,,99.7396
13941,212021067,M,General,,,,,100.2524
13942,212021068,M,SEBC,,,,,123.5848
13943,212021069,F,SEBC,,,,,116.4056
13944,212021071,M,ST,,,,,104.6112
13945,212021072,F,General(EWS),,,,,98.714
13946,212021073,M,General,,,,,97.9448
13947,212021075,M,General(EWS),,,,,124.354
13948,212021077,M,General(EWS),,,,,81.7916
13949,212021078,M,SEBC,,,,,126.4052
13950,212021079,M,SC,,,,,121.5336
13951,212021080,M,General,,,,,132.8152
13952,212021082,M,General(EWS),,,,,96.9192
13953,212021087,M,SEBC,,,,,101.278
13954,212021088,M,General(EWS),,,,,129.7384
13955,212021089,M,SEBC,,,,,117.944
13956,212021090,F,ST,,,,,88.9708
13957,212021091,M,SEBC,,,,,127.9436
13958,212021092,M,SEBC,,,,,98.4576
13959,212021093,M,General(EWS),,,,,135.1228
13960,212021094,M,General(EWS),,,,,128.9692
13961,212021096,F,SC,,,,,103.3292
13962,212021097,M,SC,,,,,93.8424
13963,212021098,F,ST,,,,,98.2012
13964,212021099,M,SEBC,,,,,115.1236
13965,212021100,M,SEBC,,,,,119.4824
13966,212021101,F,General,,,,,91.022
13967,212021102,M,ST,,,,,111.7904
13968,212021106,M,SEBC,,,,,108.4572
13969,212021108,M,SEBC,,,,,115.38
13970,212021109,F,SEBC,,,,,97.6884
13971,212021110,M,SC,,,,,123.8412
13972,212021111,M,SEBC,,,,,104.3548
13973,212021113,M,SEBC,,,,,122.0464
13974,212021114,F,General(EWS),,,,,102.3036
13975,212021116,M,SC,,,,,107.1752
13976,212021117,F,SEBC,,,,,92.0476
13977,212021119,F,SEBC,,,,,125.3796
13978,212021121,M,SEBC,,,,,107.688
13979,212021124,M,General(EWS),,,,,105.8932
13980,212021125,F,SEBC,,,,,81.7916
13981,212021126,M,SEBC,,,,,145.8916
13982,212021127,F,SEBC,,,,,102.8164
13983,212021128,M,SEBC,,,,,152.8144
13984,212021129,M,SEBC,,,,,115.8928
13985,212021130,M,ST,,,,,108.7136
13986,212021131,M,SEBC,,,,,113.0724
13987,212021133,M,SEBC,,,,,134.3536
13988,212021134,F,General(EWS),,,,,86.6632
13989,212021135,F,SEBC,,,,,103.5856
13990,212021136,M,ST,,,,,92.8168
13991,212021137,M,ST,,,,,120.7644
13992,212021138,M,ST,,,,,97.6884
13993,212021139,M,ST,,,,,108.4572
13994,212021141,F,SEBC,,,,,118.9696
13995,212021142,M,ST,,,,,80.766
13996,212021143,M,SEBC,,,,,122.5592
13997,212021144,M,SEBC,,Yes,,,89.4836
13998,212021145,F,General(EWS),,,,,81.2788
13999,212021146,F,General(EWS),,,,,103.5856
14000,212021147,F,SEBC,,,,,107.688
14001,212021149,M,General(EWS),,,,,161.2756
14002,212021150,F,General(EWS),,,,,82.8172
14003,212021151,M,SEBC,,,,,96.15
14004,212021155,M,ST,,,,,95.6372
14005,212021157,M,General,,,,,92.5604
14006,212021158,M,SC,,,,,108.4572
14007,212021159,M,SEBC,,,,,129.2256
14008,212021160,M,SEBC,,,,,136.1484
14009,212021161,F,SEBC,,,,,109.7392
14010,212021163,M,SEBC,,,,,109.2264
14011,212021164,F,SEBC,,,,,132.8152
14012,212021165,F,SC,,,,,98.4576
14013,212021166,M,SEBC,,,,,110.5084
14014,212021167,M,SEBC,,,,,119.7388
14015,212021168,M,General(EWS),,,,,148.4556
14016,212021169,F,SEBC,,,,,133.328
14017,212021170,F,SEBC,,,,,84.612
14018,212021172,M,SEBC,,,,,107.4316
14019,212021174,M,SC,,,,,102.56
14020,212021175,M,General(EWS),,,,,128.2
14021,212021176,M,General(EWS),,,,,89.9964
14022,212021184,M,General(EWS),,,,,123.072
14023,212021186,M,SEBC,,,,,144.6096
14024,212021187,M,General,,,,,134.61
14025,212021188,M,SC,,,,,134.3536
14026,212021190,M,SEBC,,,,,127.4308
14027,212021191,F,SEBC,,,,,118.7132
14028,212021193,M,ST,,,,,85.6376
14029,212021194,F,General(EWS),,,,,109.9956
14030,212021196,M,SEBC,,,,,113.0724
14031,212021197,M,SEBC,,,,,137.4304
14032,212021198,M,SEBC,,,,,112.0468
14033,212021199,F,SEBC,,,,,115.6364
14034,212021202,M,SC,,,,,118.9696
14035,212021204,M,General(EWS),,,,,95.3808
14036,212021205,M,General(EWS),,,,,140.2508
14037,212021207,M,ST,,,,,104.6112
14038,212021208,M,ST,,,,,125.1232
14039,212021209,M,General(EWS),,,,,123.8412
14040,212021210,M,SEBC,,,,,93.8424
14041,212021211,M,General(EWS),,,,,159.2244
14042,212021212,M,SEBC,,,,,88.9708
14043,212021213,F,SEBC,,,,,151.5324
14044,212021214,F,SEBC,,,,,104.8676
14045,212021215,F,SEBC,,,,,125.636
14046,212021216,M,ST,,,,,118.4568
14047,212021218,M,SC,,,,,103.5856
14048,212021219,M,SEBC,,,,,136.1484
14049,212021220,M,SC,,,,,140.2508
14050,212021222,M,General(EWS),,,,,106.9188
14051,212021223,M,ST,,,,,95.1244
14052,212021226,M,SEBC,,,,,147.6864
14053,212021228,M,ST,,,,,80.766
14054,212021229,M,SEBC,,,,,129.9948
14055,212021230,M,SEBC,,,,,86.4068
14056,212021231,M,SEBC,,,,,142.5584
14057,212021233,M,SEBC,,,,,105.3804
14058,212021234,F,SEBC,,,,,113.3288
14059,212021235,M,SEBC,,,,,159.7372
14060,212021236,F,General(EWS),,,,,106.9188
14061,212021237,M,SEBC,,,,,128.7128
14062,212021238,M,General(EWS),,,,,132.5588
14063,212021241,F,SEBC,,,,,107.4316
14064,212021244,F,SEBC,,,,,132.046
14065,212021246,F,ST,,,,,100.2524
14066,212021247,M,SEBC,,,,,118.9696
14067,212021250,M,SEBC,,,,,134.3536
14068,212021251,M,SEBC,,,,,120.2516
14069,212021252,F,General(EWS),,,,,126.4052
14070,212021253,M,SEBC,,,,,114.3544
14071,212021255,F,SEBC,,,,,145.8916
14072,212021256,M,SEBC,,,,,109.9956
14073,212021257,M,SEBC,,,,,139.9944
14074,212021259,F,SEBC,,,,,96.4064
14075,212021261,F,SEBC,,,,,129.482
14076,212021262,M,SEBC,,,,,140.5072
14077,212021263,M,SEBC,,,,,130.5076
14078,212021265,M,General(EWS),,,,,132.5588
14079,212021266,M,SEBC,,,,,115.8928
14080,212021267,M,SC,,,,,135.3792
14081,212021268,F,SEBC,,,,,116.9184
14082,212021269,F,SEBC,,,,,118.2004
14083,212021270,M,SEBC,,,,,134.61
14084,212021272,M,SC,,,,,90.2528
14085,212021273,F,SC,,,,,97.9448
14086,212021274,M,ST,,,,,97.6884
14087,212021275,M,ST,,,,,95.1244
14088,212021277,F,ST,,,,,98.714
14089,212021278,F,SC,,,,,83.8428
14090,212021279,F,SC,,,,,91.022
14091,212021282,M,General,,,,,143.584
14092,212021283,M,ST,,,,,84.3556
14093,212021284,F,ST,,,,,94.868
14094,212021285,F,General(EWS),,,,,105.6368
14095,212021287,M,ST,,,,,98.2012
14096,212021288,F,SEBC,,,,,85.1248
14097,212021291,M,General(EWS),,,,,137.174
14098,212021292,M,SEBC,,,,,119.9952
14099,212021298,M,ST,,,,,111.0212
14100,212021299,F,SC,,,,,125.1232
14101,212021300,M,SEBC,,,,,135.1228
14102,212021301,M,SC,,,,,141.02
14103,212021302,M,General(EWS),,,,,133.328
14104,212021303,M,SEBC,,,,,136.1484
14105,212021304,M,SEBC,,,,,124.0976
14106,212021306,M,SEBC,,,,,85.1248
14107,212021308,M,General(EWS),,,,,84.8684
14108,212021309,M,SEBC,,,,,131.7896
14109,212021311,F,SC,,,,,97.9448
14110,212021313,M,General(EWS),,,,,102.0472
14111,212021314,M,General(EWS),,,,,105.124
14112,212021315,M,SEBC,,,,,107.688
14113,212021316,M,General(EWS),,,,,103.0728
14114,212021317,M,General(EWS),,,,,117.6876
14115,212021318,M,SEBC,,Yes,,,114.3544
14116,212021319,M,General(EWS),,,,,105.6368
14117,212021321,M,SEBC,,,,,145.6352
14118,212021322,M,SEBC,,,,,103.3292
14119,212021323,F,General(EWS),,,,,119.4824
